id,smoking
15000,0.5742705570291777
15001,0.019417475728155338
15002,0.010752688172043012
15003,0.019417475728155338
15004,0.5742705570291777
15005,0.7287376902417189
15006,0.3945578231292517
15007,0.43722943722943725
15008,0.5742705570291777
15009,0.010752688172043012
15010,0.08620689655172414
15011,0.5742705570291777
15012,0.3812154696132597
15013,0.11875
15014,0.3812154696132597
15015,0.019417475728155338
15016,0.5
15017,0.5742705570291777
15018,0.13063063063063063
15019,0.019417475728155338
15020,0.019417475728155338
15021,0.5102040816326531
15022,0.019417475728155338
15023,0.8290676416819013
15024,0.019417475728155338
15025,0.019417475728155338
15026,0.7287376902417189
15027,0.5742705570291777
15028,0.11875
15029,0.7287376902417189
15030,0.8290676416819013
15031,0.7287376902417189
15032,0.025
15033,0.010752688172043012
15034,0.04610951008645533
15035,0.5742705570291777
15036,0.11875
15037,0.3812154696132597
15038,0.8290676416819013
15039,0.019417475728155338
15040,0.025
15041,0.5102040816326531
15042,0.38
15043,0.5102040816326531
15044,0.019417475728155338
15045,0.5684647302904564
15046,0.3812154696132597
15047,0.7287376902417189
15048,0.019417475728155338
15049,0.010752688172043012
15050,0.5102040816326531
15051,0.5742705570291777
15052,0.5742705570291777
15053,0.031007751937984496
15054,0.010752688172043012
15055,0.019417475728155338
15056,0.3812154696132597
15057,0.8290676416819013
15058,0.031007751937984496
15059,0.5742705570291777
15060,0.8290676416819013
15061,0.7287376902417189
15062,0.5742705570291777
15063,0.3812154696132597
15064,0.11475409836065574
15065,0.3812154696132597
15066,0.8706896551724138
15067,0.010752688172043012
15068,0.010752688172043012
15069,0.010752688172043012
15070,0.5742705570291777
15071,0.7287376902417189
15072,0.8706896551724138
15073,0.031007751937984496
15074,0.019417475728155338
15075,0.8290676416819013
15076,0.8706896551724138
15077,0.031007751937984496
15078,0.5742705570291777
15079,0.3812154696132597
15080,0.010752688172043012
15081,0.3812154696132597
15082,0.5742705570291777
15083,0.025
15084,0.3812154696132597
15085,0.019417475728155338
15086,0.019417475728155338
15087,0.010752688172043012
15088,0.019417475728155338
15089,0.019417475728155338
15090,0.010752688172043012
15091,0.5742705570291777
15092,0.019417475728155338
15093,0.13063063063063063
