id,smoking
15000,0.6346713332685585
15001,0.022634447708253787
15002,0.024489785003660725
15003,0.03339918406144344
15004,0.5343578225705513
15005,0.6043271207784491
15006,0.471829741654743
15007,0.46547052757354324
15008,0.5989249372827881
15009,0.02746595792483371
15010,0.2353857397196285
15011,0.5772467620514634
15012,0.4426420444133923
15013,0.033336113920772695
15014,0.4093613412830409
15015,0.028825272767014277
15016,0.023929537224542982
15017,0.571767339872467
15018,0.18203537317786778
15019,0.024753849704860977
15020,0.029616642206089325
15021,0.6667266810305301
15022,0.03607967664237794
15023,0.7788836627267435
15024,0.03464161009107936
15025,0.030714807573433707
15026,0.7203375437910885
15027,0.6373334874343305
15028,0.07083549915957313
15029,0.7034020261731683
15030,0.7941745456009857
15031,0.716531008282618
15032,0.05167652947340729
15033,0.02129385108341558
15034,0.0891189688199502
15035,0.5991417488758575
15036,0.05750888390627145
15037,0.3962898495475485
15038,0.7892797954104732
15039,0.021509974148658406
15040,0.09158437415200384
15041,0.27436847162446676
15042,0.47505379080063403
15043,0.6043772869531399
15044,0.03551611533633929
15045,0.5067039451931551
15046,0.4263891959121304
15047,0.6758752786773735
15048,0.023979134938964468
15049,0.023327708288856087
15050,0.41662271172502574
15051,0.5771052107034033
15052,0.6090732019769398
15053,0.07033119027361388
15054,0.02746779171987987
15055,0.02556071101191857
15056,0.2801617471234978
15057,0.7995414549367277
15058,0.061685196381383894
15059,0.5668744796541982
15060,0.784542200238326
15061,0.6539573203117552
15062,0.5868824319833679
15063,0.4464933321091069
15064,0.054482145342104174
15065,0.5060614723206426
15066,0.8232874960251906
15067,0.028223928300490517
15068,0.02063146522187602
15069,0.021524816430658695
15070,0.5748322502857726
15071,0.6814810127728186
15072,0.788475209182584
15073,0.09662257917123385
15074,0.019069217450565293
15075,0.781332707467727
15076,0.7890646339829441
15077,0.08271887995374083
15078,0.5818305752845919
15079,0.2350571748130988
15080,0.021764122786128888
15081,0.4378481564302741
15082,0.5766052652416174
15083,0.05118265171368291
15084,0.3858770839702346
15085,0.06027730005597809
15086,0.03768192223456228
15087,0.09507667094449493
15088,0.026316913651095702
15089,0.022100430354987627
15090,0.029519550739162334
15091,0.6367019819314385
15092,0.022703809120806755
15093,0.1524187557770536
15094,0.5066282438181728
15095,0.04395260612520606
15096,0.022927683218399497
15097,0.024272635612720514
15098,0.3480514284252718
15099,0.699549568612269
15100,0.02405925819556161
15101,0.18023002664917384
15102,0.03057544055282857
15103,0.054271470222890195
15104,0.024446386908763048
15105,0.03704709704999151
15106,0.7761911675114375
15107,0.023659663186647542
15108,0.48669194877113076
15109,0.8034698784048975
15110,0.03970252020565806
15111,0.028240875032198208
15112,0.025132209787557886
15113,0.3290005689773614
15114,0.03429892634091157
15115,0.04074142058116108
15116,0.4779219084159494
15117,0.027538537038284558
15118,0.5874127396999934
15119,0.03793312554091958
15120,0.0257001694060811
15121,0.614431746147776
15122,0.37287499170097016
15123,0.5155862188181668
15124,0.03449457304150747
15125,0.6774025553289184
15126,0.42268308098140417
15127,0.5371728454052501
15128,0.6978055309358555
15129,0.8301489344567916
15130,0.714047303401296
15131,0.02636492875232791
15132,0.5182269797763466
15133,0.024648080628139883
15134,0.7403739997102616
15135,0.676296569797618
15136,0.5436557119319498
15137,0.5754664947979458
15138,0.5821424295388347
15139,0.03197097713751053
15140,0.5956637464007498
15141,0.669474617600772
15142,0.027848823507547076
15143,0.7011512453467923
15144,0.02362977720125216
15145,0.04111410032090597
15146,0.4326562102244639
15147,0.6831133218126335
15148,0.31420165157312885
15149,0.6858877464532973
15150,0.6822417398792842
15151,0.06876099484819709
15152,0.4550456693742774
15153,0.04940513428032116
15154,0.7027852506025336
15155,0.03272888951386629
15156,0.7425101883292884
15157,0.022219800439117997
15158,0.658080466344281
15159,0.03429753869604689
15160,0.5575838652627786
15161,0.022479694731743327
15162,0.020661380233887743
15163,0.05280324304276111
15164,0.683904598642866
15165,0.5705223022826265
15166,0.5529141124056521
15167,0.6285501462550317
15168,0.5905907930326453
15169,0.5600852141673308
