id,smoking
15000,0
15001,0
15002,0
15003,0
15004,1
15005,1
15006,1
15007,0
15008,1
15009,0
15010,0
15011,1
15012,1
15013,0
15014,1
15015,0
15016,0
15017,1
15018,1
15019,0
15020,1
15021,1
15022,0
15023,1
15024,0
15025,0
15026,1
15027,0
15028,0
15029,0
15030,1
15031,1
15032,0
15033,0
15034,0
15035,0
15036,0
15037,0
15038,1
15039,0
15040,0
15041,0
15042,0
15043,1
15044,0
15045,1
15046,1
15047,1
15048,0
15049,0
15050,0
15051,0
15052,1
15053,0
15054,0
15055,0
15056,0
15057,0
15058,0
15059,0
15060,1
15061,1
15062,0
15063,1
15064,0
15065,1
15066,1
15067,0
15068,0
15069,0
15070,0
15071,1
15072,1
15073,0
15074,0
15075,1
15076,1
15077,0
15078,1
15079,0
15080,0
15081,0
15082,1
15083,0
15084,0
15085,0
15086,0
15087,0
15088,0
15089,0
15090,0
15091,1
15092,0
15093,1
15094,1
15095,0
15096,0
15097,0
15098,0
15099,1
15100,0
15101,0
15102,0
15103,0
15104,0
15105,0
15106,0
15107,0
15108,1
15109,1
15110,0
15111,0
15112,0
15113,0
15114,0
15115,0
15116,0
15117,0
15118,1
15119,0
15120,0
15121,0
15122,0
15123,0
15124,0
15125,1
15126,0
15127,1
15128,1
15129,1
15130,1
15131,0
15132,0
15133,0
15134,0
15135,1
15136,1
15137,0
15138,1
15139,0
15140,1
15141,0
15142,0
15143,1
15144,0
15145,0
15146,1
15147,0
15148,0
15149,1
15150,0
15151,0
15152,0
15153,0
15154,1
15155,1
15156,1
15157,0
15158,1
15159,0
15160,1
15161,0
15162,0
15163,0
15164,1
15165,1
15166,1
15167,1
15168,1
15169,0
15170,1
15171,0
15172,0
15173,0
15174,0
15175,0
15176,0
15177,1
15178,1
15179,0
15180,1
15181,0
15182,1
15183,1
15184,0
15185,0
15186,1
15187,0
15188,0
15189,1
15190,0
15191,0
15192,0
15193,0
15194,0
15195,0
15196,0
15197,1
15198,1
15199,1
15200,0
15201,0
15202,1
15203,0
15204,0
15205,0
15206,0
15207,0
15208,1
15209,1
15210,1
15211,0
15212,1
15213,0
15214,0
15215,0
15216,1
15217,0
15218,0
15219,0
15220,0
15221,0
15222,1
15223,0
15224,0
15225,0
15226,0
15227,0
15228,1
15229,0
15230,1
15231,0
15232,0
15233,0
15234,0
15235,0
15236,0
15237,0
15238,0
15239,1
15240,0
15241,0
15242,1
15243,0
15244,0
15245,0
15246,0
15247,0
15248,0
15249,1
15250,0
15251,0
15252,1
15253,0
15254,0
15255,0
15256,0
15257,1
15258,0
15259,1
15260,0
15261,0
15262,0
15263,0
15264,0
15265,0
15266,0
15267,0
15268,1
15269,0
15270,1
15271,0
15272,0
15273,0
15274,0
15275,0
15276,0
15277,1
15278,0
15279,0
15280,0
15281,0
15282,0
15283,0
15284,1
15285,1
15286,0
15287,0
15288,0
15289,1
15290,1
15291,1
15292,0
15293,1
15294,1
15295,0
15296,1
15297,1
15298,0
15299,0
15300,1
15301,1
15302,0
15303,0
15304,0
15305,1
15306,1
15307,0
15308,1
15309,1
15310,0
15311,0
15312,1
15313,0
15314,1
15315,1
15316,0
15317,1
15318,0
15319,1
15320,0
15321,0
15322,0
15323,0
15324,1
15325,0
15326,0
15327,1
15328,1
15329,1
15330,1
15331,0
15332,0
15333,0
15334,0
15335,1
15336,0
15337,0
15338,1
15339,0
15340,0
15341,1
15342,0
15343,1
15344,0
15345,0
15346,0
15347,0
15348,1
15349,0
15350,1
15351,0
15352,1
15353,1
15354,0
15355,1
15356,0
15357,1
15358,0
15359,0
15360,0
15361,1
15362,0
15363,0
15364,0
15365,0
15366,0
15367,0
15368,0
15369,0
15370,1
15371,1
15372,1
15373,1
15374,0
15375,0
15376,0
15377,0
15378,0
15379,0
15380,0
15381,0
15382,0
15383,1
15384,0
15385,0
15386,0
15387,0
15388,1
15389,0
15390,0
15391,0
15392,0
15393,0
15394,1
15395,0
15396,0
15397,1
15398,1
15399,1
15400,0
15401,0
15402,0
15403,0
15404,0
15405,0
15406,0
15407,0
15408,0
15409,1
15410,0
15411,0
15412,0
15413,1
15414,1
15415,1
15416,0
15417,0
15418,0
15419,0
15420,1
15421,0
15422,1
15423,1
15424,1
15425,1
15426,0
15427,0
15428,0
15429,0
15430,0
15431,1
15432,1
15433,1
15434,0
15435,1
15436,0
15437,0
15438,1
15439,0
15440,1
15441,0
15442,1
15443,0
15444,1
15445,0
15446,1
15447,0
15448,0
15449,1
15450,1
15451,0
15452,1
15453,0
15454,0
15455,0
15456,0
15457,0
15458,0
15459,1
15460,0
15461,0
15462,0
15463,0
15464,0
15465,1
15466,0
15467,0
15468,0
15469,0
15470,1
15471,1
15472,1
15473,0
15474,0
15475,1
15476,1
15477,0
15478,1
15479,0
15480,1
15481,0
15482,1
15483,0
15484,1
15485,0
15486,0
15487,1
15488,1
15489,1
15490,0
15491,0
15492,0
15493,0
15494,0
15495,0
15496,0
15497,0
15498,1
15499,0
15500,0
15501,1
15502,0
15503,1
15504,1
15505,1
15506,0
15507,1
15508,1
15509,0
15510,1
15511,0
15512,0
15513,1
15514,0
15515,1
15516,0
15517,0
15518,1
15519,1
15520,0
15521,0
15522,0
15523,1
15524,0
15525,0
15526,0
15527,1
15528,1
15529,1
15530,0
15531,1
15532,1
15533,1
15534,0
15535,0
15536,0
15537,1
15538,0
15539,0
15540,0
15541,1
15542,1
15543,0
15544,0
15545,1
15546,1
15547,1
15548,0
15549,0
15550,0
15551,0
15552,0
15553,0
15554,0
15555,0
15556,0
15557,0
15558,0
15559,0
15560,0
15561,1
15562,0
15563,0
15564,1
15565,0
15566,0
15567,0
15568,0
15569,0
15570,0
15571,1
15572,0
15573,0
15574,1
15575,0
15576,1
15577,0
15578,0
15579,0
15580,0
15581,0
15582,0
15583,0
15584,0
15585,0
15586,1
15587,1
15588,0
15589,0
15590,0
15591,0
15592,0
15593,0
15594,1
15595,0
15596,0
15597,1
15598,0
15599,1
15600,0
15601,0
15602,1
15603,0
15604,0
15605,0
15606,0
15607,0
15608,1
15609,0
15610,1
15611,1
15612,0
15613,0
15614,0
15615,0
15616,0
15617,1
15618,1
15619,0
15620,0
15621,0
15622,1
15623,0
15624,1
15625,0
15626,1
15627,1
15628,0
15629,0
15630,0
15631,0
15632,0
15633,0
15634,1
15635,0
15636,0
15637,1
15638,0
15639,0
15640,1
15641,1
15642,0
15643,0
15644,0
15645,1
15646,0
15647,1
15648,0
15649,0
15650,0
15651,0
15652,0
15653,0
15654,0
15655,1
15656,0
15657,0
15658,1
15659,0
15660,0
15661,1
15662,0
15663,1
15664,1
15665,0
15666,0
15667,0
15668,1
15669,0
15670,0
15671,0
15672,0
15673,0
15674,0
15675,0
15676,1
15677,1
15678,1
15679,0
15680,0
15681,0
15682,0
15683,0
15684,0
15685,1
15686,0
15687,0
15688,1
15689,0
15690,0
15691,0
15692,1
15693,0
15694,1
15695,1
15696,0
15697,0
15698,0
15699,0
15700,0
15701,1
15702,0
15703,0
15704,0
15705,0
15706,1
15707,0
15708,0
15709,0
15710,1
15711,0
15712,0
15713,0
15714,1
15715,1
15716,0
15717,1
15718,1
15719,0
15720,1
15721,0
15722,0
15723,1
15724,0
15725,0
15726,1
15727,0
15728,0
15729,1
15730,0
15731,0
15732,1
15733,0
15734,0
15735,1
15736,0
15737,0
15738,0
15739,0
15740,1
15741,0
15742,0
15743,0
15744,1
15745,1
15746,0
15747,0
15748,0
15749,0
15750,0
15751,0
15752,0
15753,0
15754,0
15755,1
15756,0
15757,0
15758,0
15759,0
15760,1
15761,1
15762,0
15763,0
15764,1
15765,1
15766,0
15767,1
15768,1
15769,0
15770,1
15771,0
15772,0
15773,0
15774,1
15775,0
15776,0
15777,1
15778,0
15779,1
15780,0
15781,0
15782,1
15783,1
15784,0
15785,0
15786,1
15787,1
15788,0
15789,0
15790,0
15791,1
15792,0
15793,1
15794,1
15795,0
15796,0
15797,0
15798,1
15799,0
15800,0
15801,1
15802,1
15803,1
15804,0
15805,1
15806,0
15807,0
15808,0
15809,1
15810,0
15811,0
15812,1
15813,0
15814,0
15815,1
15816,1
15817,0
15818,0
15819,0
15820,0
15821,1
15822,1
15823,0
15824,0
15825,1
15826,0
15827,0
15828,0
15829,0
15830,0
15831,0
15832,0
15833,0
15834,1
15835,0
15836,1
15837,0
15838,0
15839,0
15840,1
15841,0
15842,1
15843,0
15844,1
15845,1
15846,1
15847,1
15848,0
15849,0
15850,0
15851,0
15852,0
15853,1
15854,0
15855,1
15856,0
15857,0
15858,1
15859,0
15860,0
15861,1
15862,0
15863,0
15864,0
15865,0
15866,0
15867,0
15868,0
15869,1
15870,1
15871,0
15872,1
15873,0
15874,0
15875,0
15876,1
15877,1
15878,0
15879,0
15880,1
15881,0
15882,0
15883,0
15884,0
15885,1
15886,1
15887,1
15888,1
15889,0
15890,0
15891,1
15892,1
15893,0
15894,1
15895,0
15896,0
15897,0
15898,1
15899,0
15900,0
15901,0
15902,0
15903,1
15904,0
15905,0
15906,0
15907,0
15908,0
15909,0
15910,0
15911,0
15912,0
15913,0
15914,0
15915,1
15916,0
15917,0
15918,0
15919,0
15920,1
15921,1
15922,0
15923,0
15924,0
15925,0
15926,0
15927,0
15928,0
15929,0
15930,0
15931,1
15932,0
15933,0
15934,0
15935,0
15936,0
15937,0
15938,0
15939,0
15940,0
15941,1
15942,0
15943,0
15944,1
15945,0
15946,0
15947,0
15948,1
15949,1
15950,0
15951,0
15952,0
15953,0
15954,0
15955,1
15956,1
15957,1
15958,1
15959,1
15960,1
15961,0
15962,1
15963,0
15964,0
15965,0
15966,0
15967,0
15968,1
15969,0
15970,0
15971,0
15972,0
15973,1
15974,0
15975,0
15976,1
15977,0
15978,0
15979,0
15980,0
15981,0
15982,1
15983,0
15984,0
15985,0
15986,0
15987,0
15988,0
15989,0
15990,0
15991,0
15992,0
15993,1
15994,0
15995,0
15996,0
15997,0
15998,1
15999,0
16000,1
16001,1
16002,0
16003,0
16004,1
16005,0
16006,0
16007,1
16008,0
16009,0
16010,0
16011,1
16012,0
16013,1
16014,0
16015,1
16016,1
16017,0
16018,0
16019,1
16020,0
16021,0
16022,0
16023,0
16024,1
16025,0
16026,0
16027,0
16028,1
16029,0
16030,0
16031,0
16032,0
16033,0
16034,0
16035,1
16036,1
16037,0
16038,0
16039,1
16040,1
16041,1
16042,0
16043,0
16044,0
16045,0
16046,0
16047,1
16048,0
16049,0
16050,0
16051,0
16052,1
16053,0
16054,0
16055,0
16056,0
16057,0
16058,0
16059,0
16060,0
16061,0
16062,0
16063,0
16064,0
16065,1
16066,1
16067,0
16068,1
16069,0
16070,1
16071,0
16072,1
16073,1
16074,1
16075,0
16076,0
16077,0
16078,0
16079,1
16080,1
16081,0
16082,0
16083,0
16084,1
16085,0
16086,1
16087,1
16088,0
16089,0
16090,0
16091,0
16092,0
16093,1
16094,0
16095,0
16096,1
16097,0
16098,1
16099,1
16100,0
16101,1
16102,1
16103,1
16104,1
16105,0
16106,0
16107,0
16108,0
16109,0
16110,0
16111,1
16112,0
16113,0
16114,0
16115,0
16116,0
16117,1
16118,1
16119,0
16120,0
16121,1
16122,1
16123,0
16124,0
16125,1
16126,0
16127,0
16128,1
16129,0
16130,0
16131,0
16132,0
16133,1
16134,0
16135,0
16136,0
16137,0
16138,0
16139,0
16140,0
16141,0
16142,1
16143,1
16144,1
16145,0
16146,1
16147,1
16148,0
16149,0
16150,1
16151,0
16152,0
16153,0
16154,0
16155,0
16156,0
16157,0
16158,1
16159,0
16160,0
16161,0
16162,0
16163,0
16164,0
16165,1
16166,0
16167,0
16168,0
16169,1
16170,0
16171,0
16172,1
16173,0
16174,1
16175,0
16176,0
16177,0
16178,0
16179,1
16180,1
16181,1
16182,0
16183,1
16184,1
16185,0
16186,0
16187,0
16188,1
16189,0
16190,0
16191,0
16192,1
16193,0
16194,1
16195,1
16196,0
16197,1
16198,0
16199,1
16200,0
16201,0
16202,0
16203,1
16204,1
16205,0
16206,0
16207,1
16208,0
16209,0
16210,0
16211,0
16212,0
16213,0
16214,0
16215,1
16216,1
16217,0
16218,0
16219,0
16220,1
16221,0
16222,1
16223,0
16224,0
16225,1
16226,0
16227,1
16228,1
16229,1
16230,1
16231,0
16232,1
16233,0
16234,1
16235,0
16236,0
16237,0
16238,1
16239,1
16240,0
16241,0
16242,1
16243,1
16244,1
16245,0
16246,0
16247,0
16248,1
16249,1
16250,0
16251,1
16252,1
16253,1
16254,0
16255,1
16256,0
16257,0
16258,1
16259,0
16260,1
16261,0
16262,1
16263,0
16264,0
16265,0
16266,1
16267,0
16268,1
16269,0
16270,1
16271,1
16272,0
16273,0
16274,0
16275,0
16276,1
16277,1
16278,0
16279,0
16280,0
16281,0
16282,0
16283,1
16284,0
16285,1
16286,0
16287,1
16288,1
16289,0
16290,0
16291,0
16292,1
16293,0
16294,0
16295,0
16296,1
16297,0
16298,0
16299,0
16300,1
16301,1
16302,0
16303,1
16304,0
16305,0
