id,smoking
15000,0.6389746235816679
15001,0.03744780838664986
15002,0.03839534846630475
15003,0.03618501298112618
15004,0.5603417311896515
15005,0.6242382876678676
15006,0.45604690534013725
15007,0.42921833226211664
15008,0.6155078711990591
15009,0.04185752280211995
15010,0.22956922869894103
15011,0.5558484644672022
15012,0.43746626814444667
15013,0.0467370441750655
15014,0.40683331599586836
15015,0.049318003955534026
15016,0.043643387378632395
15017,0.5566159076909034
15018,0.18148310292809772
15019,0.028744549011412185
15020,0.044106861911766174
15021,0.6702643112029112
15022,0.04245655745244641
15023,0.7676718628247617
15024,0.04173480308360295
15025,0.04498159786978343
15026,0.7418677165733496
15027,0.6748049651563728
15028,0.06131489718538131
15029,0.7047324205618875
15030,0.763150036621485
15031,0.7328615055923732
15032,0.08066088154535324
15033,0.03576433127089456
15034,0.0790039794448715
15035,0.606539164551331
15036,0.08602848977737751
15037,0.36455315394566024
15038,0.7825774815708286
15039,0.035441343003734374
15040,0.08573780350515013
15041,0.28417925766555324
15042,0.44525012040397205
15043,0.5387943611733761
15044,0.04420626686814334
15045,0.526563778854044
15046,0.41756411441272456
15047,0.6902617107274809
15048,0.03524241271284511
15049,0.035858000622563044
15050,0.4382391484954625
15051,0.5771329708474686
15052,0.570428086645018
15053,0.08634666096374753
15054,0.053907725339249465
15055,0.0302393749000879
15056,0.3103151036370733
15057,0.7931836051096964
15058,0.06104943762865037
15059,0.5489686214224538
15060,0.7641112348677204
15061,0.6272073263153457
15062,0.619126591140713
15063,0.45497060822082086
15064,0.043346583772338486
15065,0.4774725817532517
15066,0.8199379429430431
15067,0.046592142248275875
15068,0.03524759059140949
15069,0.030266155191327374
15070,0.5989450673610188
15071,0.7067469132573154
15072,0.8024271113129731
15073,0.1277797744486374
15074,0.03301440667226388
15075,0.7566331604793732
15076,0.8208659985398565
15077,0.09326482045035346
15078,0.6305809139857264
15079,0.24862663743404123
15080,0.03702498732590069
15081,0.43464895767540634
15082,0.5946815688790673
15083,0.0680286392505876
15084,0.3907218124492614
15085,0.06639476786583019
15086,0.07518596431715018
15087,0.09377869393859949
15088,0.04544567367779644
15089,0.029606935795616365
15090,0.0500825423407527
15091,0.6348729754312016
15092,0.03355277291882301
15093,0.1970479819651585
15094,0.5009970459529314
15095,0.05091057921573702
15096,0.02626984350511439
15097,0.04477522507448365
15098,0.3738401301782053
15099,0.6988487700621948
15100,0.02994848488455988
15101,0.16818845563347504
15102,0.04139718775848582
15103,0.06624929359917328
15104,0.03251523775321229
15105,0.05867817628700212
15106,0.7245526570526536
15107,0.035416808492393786
15108,0.5147644400607638
15109,0.7863033595779927
15110,0.05768312543604281
15111,0.027455353879661845
15112,0.038188593332802424
15113,0.3413794019450871
15114,0.03632028783031538
15115,0.049989612640733865
15116,0.4860131252976379
15117,0.03782107538296024
15118,0.5789783334880458
15119,0.03774586511046327
15120,0.02939905481255376
15121,0.6420417905739889
15122,0.3703331730260253
15123,0.4933028201092115
15124,0.06073729033922631
15125,0.6601993821359142
15126,0.4251274295749524
15127,0.5322590217067101
15128,0.6761363086229024
15129,0.8564915048882815
15130,0.6959893911148318
15131,0.04734614335439322
15132,0.4610910657535569
15133,0.032525365263441595
15134,0.7278917531232949
15135,0.677464084750234
