id,smoking
15000,0.7758697904197747
15001,0.006646710840898422
15002,0.013479535116802967
15003,0.04810833143633876
15004,0.46898414606942557
15005,0.5704081531761801
15006,0.5852888095994622
15007,0.4291173174663585
15008,0.6546344068929156
15009,0.014403966917555262
15010,0.19475100342954527
15011,0.5541991054958363
15012,0.4858723931570343
15013,0.03686112913533856
15014,0.4181504443621185
15015,0.04448112368693606
15016,0.008361786222342597
15017,0.4861662633873511
15018,0.29526855268716695
15019,0.0247668975158118
15020,0.005372953954612859
15021,0.8600197942213014
15022,0.049031626636657305
15023,0.7893717374692283
15024,0.024448853284288214
15025,0.0365524507669485
15026,0.8200668521702191
15027,0.7261561003721797
15028,0.09770979583511698
15029,0.804940248277404
15030,0.8044517261104753
15031,0.7988812751371285
15032,0.026726017701168107
15033,0.007325352538746182
15034,0.04555029756590219
15035,0.6518820583870711
15036,0.05903507913136317
15037,0.2792473904882486
15038,0.7928821172956142
15039,0.0032324039954576005
15040,0.06546596812614232
15041,0.2453579343335102
15042,0.3118624929054883
15043,0.6728965898767201
15044,0.03068295559236661
15045,0.5037876860352548
15046,0.38916393170432184
15047,0.6441116573936986
15048,0.01846336282593221
15049,0.0031973700720198837
15050,0.45466278731030013
15051,0.5336468332088725
15052,0.5918514968702112
15053,0.061269499469570214
15054,0.012765910236576174
15055,0.05637290260879229
15056,0.3227744580289231
15057,0.7943836129842289
15058,0.0067751129377702415
15059,0.4934350580239256
15060,0.8083452058533566
15061,0.5181052026581285
15062,0.6024238384680988
15063,0.43775929146450443
15064,0.03007138101123599
15065,0.3863300618896837
15066,0.7609416145061173
15067,0.02616393706498037
15068,0.013161073873448123
15069,0.002308139111788408
15070,0.5033044173407352
15071,0.667100480936309
15072,0.7162301543579169
15073,0.023153594804154493
15074,0.011402472841204856
15075,0.8559944795164278
15076,0.7450563072846088
15077,0.04150415010130931
15078,0.7159785747244523
15079,0.30220323344931
15080,0.006757236016502472
15081,0.4497025891091272
15082,0.6450537775059835
15083,0.12089882344955244
15084,0.5360253111456479
15085,0.03328746793774952
15086,0.04066038301471472
15087,0.06822943187155843
15088,0.012860152700844937
15089,0.0022556535386068443
15090,0.021624066332494245
15091,0.6381375493776662
15092,0.023790276790857535
15093,0.41871826794660405
15094,0.5508881860953202
15095,0.029877551391818635
15096,0.008736737528795962
15097,0.010732030150737284
15098,0.48856062350890533
15099,0.7829607499102544
15100,0.009792818563147227
15101,0.22663604264960652
15102,0.011031012165623697
15103,0.015248434444475089
15104,0.017364777056825677
15105,0.03654479509511031
15106,0.7373283015323296
15107,0.0019794876038562413
15108,0.6282381832584382
15109,0.7659519445390783
15110,0.025972980123100158
15111,0.010214441555516188
15112,0.014621816097202677
15113,0.480025878513557
15114,0.009386957471093107
15115,0.02203964029889039
15116,0.39441510618111564
15117,0.005139301473515477
15118,0.5199168886849946
15119,0.013158636094567404
15120,0.007472660016359482
15121,0.761406653056362
15122,0.5116932626983275
15123,0.4326325158668894
15124,0.04047485602125122
15125,0.7231869899525005
15126,0.45079524501326057
15127,0.6973926575567122
15128,0.6537026703175446
